Title,Year,Languages,Rating
sD$i,2009,[Hindi;English;Spanish;Welsh;Japanese],4.6
XT7ECr!SIuuZgsXMOX,1969,[French;Arabic;Chinese - S],6.3
FfAsjJ1lNCoVRDAW*AYNHvOiXSz,1913,[Japanese],6.9
G2x2)fKL*KRg4h5nV73%Az$AT9GRnMs29DDS$w),1915,[Czech;Polish;Looooooooooooooooong;Swahili;Hindi],9.4
Ts82ZSsgQiaFHHZhCzxfA8,1954,[Turkish;Hindi;Welsh;Spanish;French],7.8
GxX3r3Xfo*3(Cos&9lIWbHAPyTif8NogL0C(7%0QBs%9sE!,1943,[French],2.5
SzCa4Ww,1913,[Korean;German;Swahili;French],8.4
X(O2A5w,1994,[Czech;Welsh;Korean],2
1^)ig^XbUflwZMC4%0eU!x0,1907,[Chinese - S;Chinese - T;Spanish;Turkish;French],5.1
CN7GngIxUJcbmpQRn&MNZsr#Ac3ElFrUX3D((HlME,1917,[Korean;French;Russian;Arabic;Looooooooooooooooong],8.5
MyOgLwrAqfKy78^uUz2@,1933,[Dutch],2
&ko9zpc9OKeQfRz(ydI#uqnA$48Ui#Kc,1931,[French;Hindi;Swahili],5.9
B1R9cThJ9@P5UAc@!2kPi$c4uw^Ce,1976,[Looooooooooooooooong],5.5
xkOPlTWT2NUAq2Cqr^Kppy(WDtH#%mL&f48LQ2CF2jAyin,1946,[Dutch;Czech],4.8
N$bA63htI@$63QAtZn,1900,[Korean;German;Spanish],10
5X6iFIRL9sPS,1970,[Swahili],5.1
uXqTz!d%8I0xmfdgtLbQ1fZ,1986,[Polish;Czech;Russian;Swahili],10
I!zXpi)wx%Y1J^4wa(RrQGweOHel$L0FH,1991,[Korean;Turkish;Czech],10
P9ZFVfkafD*Pq3q$53&(Un@loYfZ,2017,[Polish;Spanish;Arabic],5.4
OB)D2mUIk@yQL,1923,[Dutch;Turkish;Russian],3.5
Vja!KiXstGM(61rPH8FpsCTdk31K^DP(rbXqG,1950,[Welsh;Polish;Russian;Hindi],8.7
(JrTYWB,1952,[Looooooooooooooooong;Chinese - S;Dutch;Spanish],6.4
o%SL$Ef@vql@A4h9Im4K8MYcuu*F#,1965,[Hindi;Chinese - T;French;Spanish;Turkish],9.2
R7N4i0%PqPd7mm##p$j(SlDXEdz#cCQYPEscy!15zwC0a#,2005,[Russian;Arabic;French;Welsh],4.6
X6DY^ALO5bcrQ&d1n7%sNRTIFAXVpWTZHUOxnlrt,2003,[Japanese;Turkish;Welsh;English],10
EWEz^1)gdUN08QSOFnM7KDOHTS^MsUI5^M,1974,[Japanese;Dutch;Arabic],6.3
eZW0%18T7(LtnrYFXwcFIbvqScFESVG%LD,1995,[English;Chinese - S;Korean;Dutch],10
hzglu5Wp6M%T4!&#m66KOGr,1934,[Arabic;Korean],8
!(wnK4diB2AoTdu*PtR,1996,[Polish;English;Welsh],4.9
92dYcxFIfCKGfv5xXKyS,1980,[Czech;Chinese - S;Chinese - T;Russian],10
rRGRnEkR3i!&W$OTyplQLCXCf4T%7CzIbIEMqY(WJsprPs7!,1935,[Dutch;Polish],7.7
GvG*nW!N$OyhHT89GiG9%#UiY%gUP4VzSX,1945,[Arabic],9.6
gFUAIOPwc,1982,[Korean],8.2
ggJ@WjXM(v$Mu!AX7RoiLXISZ0fF&H3qE1kQWXQvcM,1928,[Dutch],9.7
NG))HLlRYwECh!ZgSHlmc^EIK5r,1943,[Arabic;Welsh;Turkish;German],4.1
#lRgiECu,1913,[Swahili;Looooooooooooooooong;Russian;Polish],10
XpBNRGsNVZLYieD^Xcvirq6nfI^O5,1913,[Chinese - T],1.6
ZzfkOipWGc(R,2016,[French;Welsh],5.8
!BDH29BNIFu361QQxd%6(564tzq4sO!2G8GP,2000,[Czech;German;French;Arabic;Hindi],8.7
aDmjx$VJrZ3snqX0R5R@a9I0*e(6DgKDH,1954,[Hindi],5.1
0r^DhM(A!w5EU$F$0eE!7lSc%Uo9ePiNE4&RfRWEysTOX)(q54,2001,[Czech],5
z12f#nG0!y,2014,[Czech],8.4
R$Fs2upd9L6Hg2YYr1nu4boxiF&lH6wvhRMyrPZRVnOVSNIg4#,1936,[Arabic;Looooooooooooooooong;Welsh;English;German],5.8
DR6)uAJ,1954,[Turkish;Japanese],4.9
%J)wk^z*XPJ4c8F^v5KG!pm#!cWXPSGCIt883eiQ^L,2004,[Chinese - S;Russian;Spanish],7.8
v^wHfP*EZwm9U4Twy71sW$L,1962,[Swahili;English;Russian;Japanese;Polish],8.5
*6D7xBiP4e!C,2020,[Looooooooooooooooong;Chinese - S;French;Czech;Swahili],6.6
ei*l,1936,[German;Welsh;French;Hindi],4.4
(*rkQOrqBJL%V!Y3vAu2pjAsw,2019,[Dutch],7.3
ikr$RfbLIbmCQNH)yc8kD#t59PuJfYaZki%!O(,1992,[Turkish;French;German],4.5
uU,1975,[Russian;Polish;Turkish;French;Spanish],1.2
!odoxRRZmCE*6oMk&FVIPMA,2016,[Looooooooooooooooong;Czech;Swahili;German;Turkish],5.9
zYosBdtDG9OqGVkQeKQw0R!$A0dU@jTbdevQmUUL&AIfaK,1920,[Swahili;Japanese],7.2
O4LNVB(V38VbJg@ExU3DEOo@D@IhPOX,1914,[French;Korean;Swahili;Russian;Hindi],2.6
rI!sgh(W#95m5Gx1N,1962,[Hindi;Arabic;Spanish;Korean],2.9
qrmIvK7!Q(X8Um%Q1zCQKE8EKeMkBGjVG&o,1949,[Japanese;Polish;Chinese - S;Hindi],4.9
x*LPVmIuIVBfCR5bL76v,2014,[Arabic;Chinese - S;Dutch;Japanese;Welsh],5.7
4ObInQDR0eZhyKV2I$sCtc#9,2017,[German],3.1
^GBh8SjNJSE)VkV(BrSUxLO7wZAXei,2017,[Turkish;Dutch],8.9
qDFm$K6539ix0N%tHikFF2E)t^nrirjcymRAja,1995,[Chinese - T;Welsh;Japanese;German],8.8
fTMVFpMbcUIV,1965,[Korean;Hindi;Russian;Chinese - S;Swahili],4.6
4Pa1kgDRzYMv2^YLcQ781UjDF$VQG0,1982,[Turkish;Russian;Polish],9.7
CBzZ7kyoq$u)Md4KlYf!Zv2^8GlqpUPy7@jNr7nLuqRIWo9mg6,1929,[Spanish;Polish;Korean;Hindi],9.4
y,1932,[Turkish;Spanish],1.9
zFYd9W1sl3WAJ^WI6d0hrlfNh!C24CquyevjH,2007,[Looooooooooooooooong;French;English],9.7
aD#rxAM)CBD5Frg#eGqUiPINkNO3$zK4nOVZ29vo5aVU#07F,2006,[Swahili;Polish;Korean],4.8
2uu&sSasQpGkP(XI7eZCe6qiN#NZt,1907,[Looooooooooooooooong;English;Polish;Chinese - T;Welsh],8.3
aHYwl&cs6(Aw!Hd,1937,[German],10
7rLI,1976,[French;Welsh],2.9
@)qzfB19wyBpw,1983,[Swahili],10
ErtfAPSsRGHn9ljYo8HwMhzK@wfuCp#Q4L7IRNFbVxjF,1995,[Swahili;Arabic;Polish;German;Chinese - T],3.1
8G#YTMs%HgOquNl0zRX172JYR8zX2!9wYXYGrhMz,1977,[Chinese - T;Russian;German;Looooooooooooooooong],1.8
@b5kmer%Fw*KZuV*^knz)pn%o&pB*MQ!c,1982,[Polish],5.7
*xQYrFO%!jj5NQ18v@^*cQ!i)HiXycYVf3bPbtK4Ea)BTu,2013,[Korean;Welsh;Looooooooooooooooong;French;Turkish],2.5
#BX26,1924,[French;Japanese;Chinese - S;Hindi],1.1
&NOFKs#xB4b,1991,[Korean],3.5
v6KnMSCHRNtnIp!dSs#7bLMc2*nPar^!1W&J42ark9*#D,1965,[Russian;Dutch;French;Arabic],4.8
dfEPBVhbh1YiqSylxi(@buHNzhQvvtXgjBu^*x1Td4SsiMqd,1962,[Arabic;Spanish],8.6
C@fbOiAv4$ae,1975,[Russian],9
#kLGsW#FGdu6Jopi8,2018,[Arabic],1.8
DGtR9P4M*,1943,[Spanish;French;Polish;Czech;Hindi],4.3
sA,1969,[Polish],5.2
Xr0,2021,[German;Arabic;Swahili;Russian;Czech],7.6
Z5F^&DVFUzVsZ9LxuQkCDH1lTO(rr,1926,[Swahili],6.3
e)4rkfarfksFivYqjUrF#bzSoUcDHg2vuH13YV,1977,[Dutch;Korean;Polish;Hindi],8.5
GA@s$jEj&R!QRt7n,1934,[Swahili;Turkish;Hindi],10
m#Jyv7$&ghAd^NLjSSOrnW$NO3RTCGj5kT7t$0TSwnXvxkv(3,2017,[French],10
nln*RSvtnF5KqqR9MGuR^#FdCOXJHQD&6H)DP04unP9E6k,1945,[Dutch;Looooooooooooooooong],5.1
qF2RBJ3QIkdlM)(pf3$LF7(m93jH6fgm,1907,[Chinese - T;Spanish;Looooooooooooooooong],4.7
W(tr$pY,2019,[Arabic;Czech],10
Qic11N!9RQ!Q,2002,[Dutch;Arabic],8.7
jVOB&C^NSlxKMdi7smJR9bxg,2017,[Korean;Russian],7.9
phcHz1YHrYM4Sik5OdDPdpMo*5JSy^EqHk*NSV5,2004,[German;Japanese],4.5
&5XpoONQOLlzFx@,1956,[Japanese;Korean;Arabic;French],5.1
OgSPrOhC4Xqoh49oNRvscBwXWOhOAOjyJFryAFw0C%U,1984,[Korean],6.6
ftfvfSM(efiu)(ztYXw&NFblULqK1ydvQqooX7(do$,1905,[Chinese - T;German;Hindi],4.7
bDF,1919,[English;Arabic;Turkish;Welsh;Looooooooooooooooong],4.6
x1iPJV7&^^Jst5ozu*a*o*)Ih7O8iKnQZ79t#,1991,[Chinese - T],9.4
cbRARXh8s^x3)w,1914,[Arabic;Turkish;Japanese;English],2.6
bELqRo3kA*bsFWson,1968,[Chinese - S;Czech;French;Spanish],4.4
@,1911,[Arabic;Japanese;French],10
f,2018,[Turkish;Polish;Swahili],4.2
ELsJ$qcxjn,1910,[French],5.9
6Tx)ODvOasWUni3MXh!rJfhp*E,2005,[Spanish;German;Hindi;French],3.1
*4,1905,[French;Turkish;Arabic],7.3
g%NI6&a2qoyQ*,1929,[Korean;German;Chinese - T;Czech;Japanese],3.5
3eIk6&KmVG,1991,[Dutch;Turkish;Hindi;Arabic;Japanese],9.5
oRpooLdU6i4OfZ8Z5crc8JnF,1929,[Arabic;Swahili;Polish;Dutch;Japanese],10
CBjgxap@FG0KL2tUh2*N4XJ,2001,[German],2.3
cODu&zGs1^aX,1902,[French;Dutch;Chinese - S],9.5
BEU5lVr@SQoU4yuodoeEN(%tkZ9gFiXA5Yr,1974,[Dutch;Polish;Swahili;Chinese - S;Spanish],3.2
Mz2sDVPyie7cOR#fmH3evlW,2000,[Hindi;Arabic;Chinese - S;Korean;Chinese - T],7
104dAKePtv3KXWsxjQneoP(cLB4oNiKw4m!d*7MbRK&gnugrK,2011,[Hindi;Czech;French],4.2
xN9s2vJHmQ8PfTY#TFGCPQOq33UXxIs,1999,[Chinese - T;Japanese;German;English;Arabic],6.8
nwIk)Rgd@WNGN4DOOBXtHr%V^nybc6grvJbQaa^7rp@lDTCLjb,1994,[Chinese - S],5.5
y$KFY6u4%ibv9%rP,2017,[Hindi;English],7.2
cJwJMXvMsY%CMX7Oli$*aY8A54Miut^plDECj,1909,[Welsh;Spanish;Swahili;Arabic],1.4
Xb6!k,1988,[Korean],7.6
F,1927,[Turkish;Looooooooooooooooong;Swahili],9.9
TG34lW&$wKwGN0nol0uZDUBcfcx1@xonLbU7cLFv,1930,[Turkish;French],5.8
&)2#hdd8lC6TOB7H9JdArSkk,1947,[Spanish],10
GXKIrA6dxMCTcCpy4^LI!&I)kOhGZu%HUhifAeq,1903,[Welsh;Dutch],7.5
IFQr,1900,[Korean;Spanish],9.3
%m%*U89If0nSlKPUt#Ko3IkzVzw1^X79)np,1921,[Welsh;Dutch;Japanese;Turkish],8.2
EJ,2009,[Welsh;Dutch;English;Looooooooooooooooong;French],8.2
5vLJTuGP$mRyQTWZja$,1915,[Welsh;Czech;Spanish;German;Russian],10
OteF3n,1929,[Swahili],2.9
HbQkDGLks9SbQ,1996,[German;Chinese - T;Polish],9
Ls3!z3$kqr,1976,[Welsh;French],8.3
QMq72NhI6Vhrr,2001,[Korean],2.4
YcO)e1(eIwOOF!3)l(A^FLY(BVxK,1904,[Japanese;Czech],8.7
i6sK2!WjeEhABZ&ZOKRBJ!NOhMqhL2l23TC4ebkFyLJaY,1964,[Chinese - S;Japanese],10
NwH@3ppY(4m^t%,1949,[Welsh;Chinese - T;Polish;Chinese - S;Looooooooooooooooong],3.6
UsxM0QFm$$eLN6DDB4)M4ieCpZ&d0Umi,2017,[Welsh;Korean;Chinese - T;Spanish],3
p(6^3)QL*Xo&g(u)8e9%Ya#sfeN6LWa@,1988,[Dutch],9.7
1Pe7ddqNRGEtuJ38lWDMh)0YbBp,1984,[French;Turkish;Hindi;Swahili],5.4
@b(h@q^vO$RBUM2Q(4fTG%Ujwb0fQ(Pf4W!B!uNV,2002,[Chinese - S;English],9.7
